Mon;08:00:00;DSBM;A4-001
Mon;10:00:00;PSAVC;A4-001
Mon;12:00:00;PBE;A4-001
Tue;08:00:00;RP;A3-002
Tue;10:00:00;TD;A3-002
Tue;13:00:00;PSAVC;A3-002
Wed;08:00:00;Lab PBE;A3-101
Wed;13:00:00;DSBM;A4-101
Thu;08:00:00;TD;A2-002
Thu;10:00:00;RP;A2-002
Thu;12:00:00;PSAVC;A2-002
Fri;08:00:00;Lab RP;D3-006
Fri;12:00:00;Lab DSBM;C5S-101A
